peptide_id	protein_id	c1_rep1	c1_rep2	c1_rep3	c1_rep4	c1_rep5	c2_rep1	c2_rep2	c2_rep3	c2_rep4	c2_rep5	c3_rep1	c3_rep2	c3_rep3	c3_rep4	c3_rep5
pept637	prot11	29757.88965205764	0.0	2466.5224394228153	803.4006203264579	5917.95675625506	2386.270518490084	2233.4048439254993	3180.845777055733	3232.7628855721573	3740.3834864996015	15123.702106593719	2810.7239615488947	5063.169870458032	638.5897599138457	334.1439870433176
pept640	prot11	0.0	402.12888201638356	84.50580113320291	1128.2398460644063	425.01345803695085	0.0	0.0	462.51812803596255	71.4589812311462	306.20787675034927	263.76389363085576	11256.430314224044	0.0	3877.817425578558	31807.64739436291
pept741	prot11	625.9175248397569	362.3448702804655	3110.3654502133213	1811.9708245450706	2882.6667673322177	7990.203674503042	4876.9690578096815	3111.37231329802	1527.2274430852488	576.3570544443979	365.9205884145154	847.6396289260451	0.0	964.6411339558238	0.0
pept168	prot12	267.0722519570498	669.0951316332843	103.7213898045842	710.9642774960139	1218.3140573646217	2295.103446517213	0.0	1164.195000307218	0.0	1751.9294952109249	7521.250496235525	542.2106657058572	2712.6699030617406	0.0	814.3071501828457
pept182	prot12	125.83584708802778	758.1901127876068	6049.971874864125	3030.6504423890756	3623.217327205896	691.170784073561	1779.8865315345925	0.0	6045.214670933513	208.34889853142315	0.0	0.0	1463.309464174563	0.0	0.0
pept473	prot12	954.987411226582	0.0	4332.480476833952	1250.4485342078763	0.0	0.0	6301.793793197065	241.8928198060779	0.0	280.2763512328876	115.11001977612534	3861.1400094032547	1178.210685213844	496.9198829953467	3535.8311975054626
pept498	prot12	97294.00687354291	269.90013368990253	3778.18054320644	0.0	0.0	0.0	0.0	0.0	204.59007070066357	11931.41515853298	1830.8432575440795	1007.4286531374867	1170.1121249225212	2398.404173628944	0.0
pept516	prot12	3685.8245795679723	144.5303967984772	47.40011759996229	683.2009915565524	140.51377001657355	1041.5246268497356	2842.826259313954	7943.411423969096	578.6535906572425	153.89130359914202	4562.635920484613	223.55314194037317	75.58094681193697	1641.218104671699	974.6655478301858
pept530	prot12	8292.342880833598	2201.959097319246	360.36774316619574	341.19563175076325	4865.612260312563	1102.7155031966622	337.95139000795643	514.4072441854944	511.5206404626846	239.62489179907175	292.73846048034613	1221.528194594481	1773.6508829326629	3090.0127667811125	151.4717860609197
pept577	prot12	0.0	210.26249450282913	0.0	144.4248938699561	400.6143165680889	3395.361592231955	16021.498559056061	220.98788600833936	708.3876723242728	0.0	1122.55147480756	2490.030373749668	1046.4589756566295	55014.783853312765	138.58327685552482
pept643	prot12	3311.155826852761	619.6411593991004	994.0298999442045	682.9037782530809	0.0	0.0	96.52486053773127	0.0	869.0486620202134	5306.520809918801	0.0	550.3749432867932	170.68083309051744	1435.9364312183754	811.8781540994364
pept692	prot12	1237.2758510305332	7052.654962719464	64.19381239135446	0.0	2610.6464745507883	335.5354960171301	117.16008947719554	0.0	515.5293944170605	724.274475448642	1605.2447381745212	0.0	3234.967723047794	614.1195954874445	938.6348144349432
pept987	prot12	1169.0882755778953	1923.693755330117	1457.1667365319574	454.74963922619304	0.0	650.2237181128822	1036.9260524901124	1620.4186423027215	1415.5844109254333	829.2302125191621	0.0	40813.590709514225	0.0	0.0	4550.267742043384
pept139	prot13	15429.058934100787	3161.4414622693976	5742.057776287223	0.0	1871.5894960258697	320.0449406501543	645.0836119682161	582.9984926530879	655.6703862670635	102.58135316965323	280.7553460919052	913.6434280160578	0.0	853.4086022692621	235.45052936002955
pept26	prot13	119.88487330101349	0.0	313.0272818907198	1826.0655220931826	2934.023526969911	5634.706036526677	336.961619470372	0.0	0.0	12191.620589246886	571.7810158127105	2291.6395438835725	0.0	317.73698354910084	9779.150590888508
pept311	prot13	0.0	355.5068096594753	157.3042888580322	510.54452834911035	4768.368147389076	2458.3092392865246	1088.3702521870403	357.6044039737429	0.0	594.6554393097385	0.0	1354.0021456913753	3737.7556654931927	0.0	665.9784446201683
pept399	prot13	9976.760807854633	667.7061358682308	9412.234939459839	304.6658766470729	1666.2867153808008	346.1102089972089	6008.097841447591	1230.1525069943305	545.4183456946632	767.21390108412	430.94111671650046	127.87072548145767	592.8432546360622	4607.318994942644	150.85184515678128
pept421	prot13	0.0	225.2294650926095	231.79312418310582	143.07851427482314	5336.111051035246	0.0	1537.83673571571	111.8833535855	0.0	1089.703948789195	605.3054019526842	0.0	0.0	5167.135245035699	1281.037683459966
pept511	prot13	416.2771564650487	365.74082033127644	35.50270687046829	0.0	1386.0137777683026	0.0	1551.9583359450114	34260.36914850132	381.2651448052052	2857.473222806137	1623.1083096376183	0.0	8705.784717488237	101.33338621318117	464.0298181873965
pept656	prot13	1424.568492206839	1982.9118760650754	0.0	139.40744860626987	853.1014793074269	2128.6317577081495	1757.9089367894937	0.0	0.0	945.664214874607	1341.9468370700463	0.0	1248.3071067201527	0.0	663.7883777933638
pept678	prot13	156.60633573797097	2736.899319385842	183.82730679806562	841.033863782024	0.0	1333.2431756085696	962.1809224283854	591.3730304304562	0.0	0.0	1054.871367051054	559.0432695462371	20019.016026880992	570.9237078732242	0.0
pept805	prot13	0.0	678.9822203153924	0.0	475.35389607372076	365.5763252404485	603.2534953676811	1139.3775339443785	0.0	0.0	298.04552572650874	0.0	0.0	0.0	1410.8569289117913	206.05154098327668
pept867	prot13	4441.031190369219	1615.9748850239832	14873.136438291504	153.6694202552566	21.952311356193054	492.8269557267813	3903.7519590988977	883.6911904963896	26723.767482110892	373.1203368044826	85.68682379166657	167.21889077705342	506.38916307016177	187.5408755846135	0.0
pept113	prot14	754.6988833872722	21077.728848064486	360.74899341390187	0.0	429.9859284602349	5010.968280636739	943.6244421247984	938.2531596632781	1306.29386230716	2496.1249141747903	3531.3116212645514	0.0	1113.2338593192637	1952.9079104238554	2362.7285716849237
pept251	prot14	5052.403745101621	326.85049967340626	1760.700168465574	2699.6503348319698	715.3951877944331	9880.692440372099	3585.478265068274	1439.5986074678701	1346.898859038655	0.0	3755.4291831449555	21597.594114766554	0.0	763.0362488962426	4974.802946531898
pept366	prot14	127.42730979266085	4584.918691904515	1840.511352504285	0.0	1011.847875564005	5048.704684946325	2970.5257910220434	36043.25387057209	8183.887710992124	331.9005962651085	286.6032627221808	1434.7531113556058	0.0	2515.2663985436006	8290.563758984983
pept377	prot14	0.0	7150.412802176014	390.2558394021541	121.55636668821775	1766.9788454624738	1905.847477399412	382.07428693686364	0.0	0.0	0.0	509.13480990665437	2628.142651870104	2665.9734225640977	0.0	371.02301251471727
pept489	prot14	301.42071363764404	27.568077144851895	4374.727718705638	2698.333423185109	3080.155831610958	1474.8578968712657	1018.3859256699218	13542.588006507396	856.1360257351898	573.7710168579273	960.1390463451413	151.72656959411614	562.536649429435	192.52663093630764	3400.9228440822603
pept614	prot14	1448.5039489874457	952.2111807354504	2291.3963166901276	11216.53459172938	965.2908520417728	346.22027913748883	0.0	0.0	773.5115356649198	0.0	5806.367279753988	116.90213606605552	243.88202848435452	2092.6255715211996	1591.1516135921622
pept691	prot14	417.09952199655856	0.0	0.0	5558.6015522791095	694.8013930591995	1206.6307755997527	239.74015117580927	179.21521117003897	44853.814283681844	179.54549751996575	0.0	0.0	4748.960205782807	2708.8474971324076	947.8716396782238
pept722	prot14	0.0	147.7608364492483	121.22846379900159	0.0	3201.552156845538	742.5544671674498	697.2956732234434	633.7374526541273	0.0	1986.2759788171957	0.0	0.0	0.0	344.9802084876764	0.0
pept935	prot14	1191.6735415893158	123.32949937395948	52.18788174491223	2423.9407438756543	1893.492657956606	1196.4574022210293	0.0	576.1939778158938	2626.7379173488166	2019.3405391764036	3730.4392619514597	107.65192466993076	4387.58173597802	0.0	0.0
pept965	prot14	0.0	847.8079626045618	391.3383685211749	1753.3514925265306	857.2048262412599	158.8674299524237	0.0	3528.4975531156797	9232.028703842627	144.3230617064119	12920.251276647414	0.0	401.97141218185425	118.06576354806899	217.67397668632015
pept151	prot15	345.5634325682798	0.0	3771.088941009947	2769.7435931746545	7910.374166541185	16498.67355880115	3320.7398022195	484.7572880735191	306.1396957359937	619.4380571432762	2987.7642160964224	1574.57130422217	488.28402055137354	358.1809581378623	159.56035382347477
pept184	prot15	983.8243086223314	0.0	261.37662917573374	165.1937126715821	0.0	241.77053786824692	2981.439262244247	893.896344604114	19.824905768107794	0.0	3085.4980676325226	0.0	1378.8013717161618	436.13273049150257	0.0
pept345	prot15	169.14722214805045	1384.9286092293517	3028.6583732479226	25392.955922747493	252.92129116118684	317.14463408990343	0.0	0.0	0.0	607.9158666921691	0.0	479.0577682722395	0.0	0.0	0.0
pept375	prot15	0.0	749.5108120475892	271.3504250150992	982.700770694953	0.0	717.9439670582834	409.61330637093573	0.0	0.0	19175.598452450322	500.3582864825887	318.95613149672147	1465.124448527268	1198.3018266386027	722.8901240627492
pept437	prot15	0.0	1253.168917073893	208.9528318755965	56.786302522683	4901.049484354802	297.8137462056618	0.0	317.757197206078	410.51988289695834	4887.857195818957	1459.2427355801344	5593.115869252198	9148.938824292052	494.4917204887019	3027.4074886058706
pept592	prot15	0.0	0.0	306.1521277094023	1261.8097638778015	0.0	70.07955492424739	2655.0302521691524	726.868325151449	3634.0370670449647	0.0	0.0	430.6204507074767	4849.84859526399	5465.615540999973	2531.6050852202457
pept595	prot15	3006.91737921407	1346.0845007055175	693.0592218637146	5932.506492440843	0.0	866.2267637689511	520.3139007647732	2270.019692707216	0.0	300.92468712771165	28.150316656925167	0.0	183.27313262733907	1602.8245859997437	6411.31045893623
pept785	prot15	1730.9913771096888	13171.183465796175	7339.075248101092	0.0	180.42313908483203	3675.668253498686	2221.8287178800783	112501.73822793015	1718.4142991549409	1236.21474031909	7309.3882677593865	2957.5184431806642	385.95441575467777	0.0	0.0
pept856	prot15	10401.422906513908	2988.651573338326	2517.5090964684405	2456.9587639141537	18300.154380191118	84228.58633873546	0.0	932.3012934231016	3439.5318470604716	1206.5937003112324	235.64825247353315	0.0	518.0328602265361	909.2204827327336	6514.068700742656
pept993	prot15	49.171502227414685	78.42349900450485	979.9972502405982	540.3868563012965	1933.491084009255	463.7424869448847	816.9859534383044	0.0	596.6865810098011	0.0	984.6692567368549	1352.7222666013795	902.3779485067431	634.361708219147	4568.035821324173
pept132	prot16	0.0	470.5347131814929	11693.997538098949	0.0	901.883617620478	0.0	242.24874675066224	1208.1934397272	2941.439859660773	750.8417950584109	0.0	10948.430147251738	0.0	1027.3439531915635	496.3397820809171
pept258	prot16	258.58943442388096	468.4755124444511	374.70167837866956	2007.9691557423698	3445.3028264373597	414.98614683417065	0.0	596.2097990594588	3444.422755658813	1171.099904889005	0.0	24.170699245584032	731.8778669598495	236.48099235849395	225.51405765927285
pept28	prot16	0.0	566.3906784064515	391.7683069281476	1022.5099620379827	2619.9545303609	659.8111210541699	1217.7027975422207	495.57199357411645	0.0	834.5991570328061	2628.1547168355496	120.66555266758459	1016.7238491071827	0.0	184.47261984300687
pept430	prot16	0.0	927.6046861479051	8042.824617194112	0.0	1123.126491155928	343.0926749032065	647.1210784437699	0.0	1425.819263589958	1391.4644713278688	661.6511572015029	404.3896899533012	6091.367196265609	1716.3951466314302	741.3016840224597
pept499	prot16	1093.9012725638447	0.0	0.0	442.66383687655167	321.2696242982947	1146.7954801100204	0.0	0.0	0.0	515.7926736787192	3206.062007037688	557.3682634363187	249.6470403272179	0.0	3416.78183571505
pept549	prot16	13261.676168209988	0.0	881.6154986909331	934.9256697388682	194.61105979333396	0.0	0.0	7380.024307800994	167.22119545445793	363.4230457827587	47160.8432393299	229.384769927517	885.6648145459005	3258.9903384876043	436.78628575763815
pept649	prot16	3760.1789186857363	407.9273648040923	0.0	649.4762340437976	738.0089052295439	0.0	1039.8044445112832	0.0	0.0	479.5811300392123	5462.667021129072	6442.160771962059	5485.7683375693705	3025.633177211914	3456.9450815104624
pept699	prot16	1449.5486067380411	1095.4365357110555	1383.4968587600565	743.1001677876692	13730.121619145855	4521.138568296773	575.6049765156569	657.1642711939763	123.04684584745806	132.01473582131774	3441.5696344836983	1675.3373316762536	0.0	555.6291544962501	0.0
pept719	prot16	824.090344480099	136.15864596327185	651.2221619429621	983.139159735367	146.0724724508349	1519.1318468413942	462.3535001436298	177.0857991899478	1200.3740707608756	373.1753629565102	0.0	1883.586963486548	0.0	0.0	7187.758478445171
pept795	prot16	1070.478894413118	7723.438676739915	122.67892097378137	0.0	5527.18015544895	0.0	850.7027841872091	521.1901951222721	2289.240400241997	208.80629144638354	0.0	155.1528128568258	989.5293010196684	5541.397617604328	2359.155960334619
pept114	prot17	280.8524217510167	1020.5033960496914	586.04083307081	0.0	1313.6602083330276	9298.300499785195	0.0	2249.64372754313	350.7954694162073	10868.082490060908	117.25539028476224	223.57380450120783	384.6172992679373	185.89752450910146	0.0
pept274	prot17	0.0	165.07557437207336	0.0	1065.655758837594	1523.483841135157	295.5006252030779	1824.6363197933065	0.0	502.41513777054064	0.0	802.8007567031191	289.0225970761296	80.89363000452896	0.0	323.41593070727816
pept280	prot17	0.0	0.0	607.461437670144	1043.2179911051492	0.0	205.79735301645624	0.0	2462.758403307776	877.4929871740695	0.0	0.0	4818.894603469934	1291.2258676714912	544.8306081266837	0.0
pept40	prot17	895.115429729947	0.0	946.9366355125967	0.0	384.11863536169875	54.06793377116035	5703.073514292381	280.5267833359675	594.9036472801614	388.59297382697383	0.0	1577.860127468029	1027.8874443681113	809.6084291265494	8936.223068447809
pept621	prot17	943.8250754614816	4182.037236940423	206.08218700550952	0.0	0.0	955.3772028288928	1353.7848517275315	1971.4295936187407	44.28303389806057	9785.685875782183	132.5518427017689	2420.367211596231	385.1559531296755	1268.1215295774475	61.44831008404893
pept657	prot17	1484.3249404835358	0.0	23422.903450899707	596.6785247494192	499.78730177110504	1254.0632512208533	0.0	4323.38795559428	1019.3732973863237	10075.388583395239	0.0	0.0	1007.1064270737145	1258.3678958249545	0.0
pept737	prot17	927.1288333103728	8828.815298706379	2248.0571776453817	0.0	0.0	0.0	2592.882763225176	0.0	4564.306618318935	1829.054556744615	1263.0619425057685	2374.820719026714	307.4840451720127	0.0	293.157618284547
pept859	prot17	0.0	15783.437027609742	0.0	0.0	598.597253883242	2872.6007997936313	3676.046667682668	2722.3634323321635	2587.209585093465	0.0	710.6360149597989	1414.916901631641	305.075143215824	295.33172775584194	1057.8043245889578
pept884	prot17	3134.247092482101	363.6372380067473	0.0	4881.392452201325	180.27642452584828	1487.8751868332013	3361.0419436887505	1468.9117469004027	0.0	7162.315146481901	3003.696599946518	7863.8466731618055	2157.8741382298494	325.6659183565473	657.8893151251403
pept889	prot17	278.3953879453248	99.64451044752856	0.0	2098.5514250697265	29.527758485592596	1643.282138729688	1860.8953575863438	0.0	2776.846522886458	10422.99099023941	479.6410602518265	2578.212441415749	0.0	371.47013933655865	2612.965337072634
pept135	prot18	3928.4076998363316	342.9942797297663	0.0	0.0	0.0	0.0	820.9817567226801	512.5582052051699	0.0	487.7236306647276	402.5538090395404	0.0	308.75328731564747	481.32291682012715	2529.9693542207324
pept191	prot18	0.0	2809.0740533062663	247.17323365685925	738.2027619313576	0.0	3512.73505821963	0.0	1399.4176144662097	455.57014702921225	1443.1014954115599	1824.2633763559618	0.0	1641.6997647262624	0.0	141.14961728250668
pept213	prot18	3078.0029831743905	1400.5803626759298	3989.5818809552525	1097.8585417436516	567.7124283214123	837.7778424690629	0.0	244.03580524908935	0.0	2244.125102066774	3664.505858292692	0.0	0.0	0.0	21422.320616668192
pept276	prot18	388.5958380955408	461.6390266953246	0.0	6604.364197090504	2019.3012221719277	2774.546439950593	122.14304995417044	874.929871749179	0.0	3963.940890781435	37.88123465847425	0.0	1223.067362655527	0.0	0.0
pept339	prot18	248.8425219555187	10605.772547311053	0.0	0.0	1467.4420675175602	0.0	0.0	455.9069554215074	388.04347679589506	84.32669872409096	0.0	375.8826543515457	680.7253818499781	1258.1313213828912	1213.8196152857984
pept434	prot18	686.3420006619674	307.08143459950475	1827.1368083858595	3237.772214729382	837.2136314185585	4316.882980903206	174.31673227317418	3596.3251296189355	84.94070403040033	1904.7289516576254	0.0	496.49994801056954	1954.2658932853087	297.15660316463754	1617.7027886223475
pept486	prot18	3316.050887298257	36132.98237567912	135.7752061855984	0.0	453.502443912579	3091.281239391972	819.1718104819321	1961.2273113122924	2902.2810595517767	4705.353996669936	485.5026523997872	1540.565507726725	2159.7247132721786	2711.7150574781767	0.0
pept647	prot18	307.47300254287364	1065.4517057841354	2102.361067908425	2819.593105139311	1588.5357288691746	57.08285634995596	1382.4765429295262	0.0	4986.9112515087845	0.0	448.5461058527893	6004.748094542632	1006.2716550276733	1198.2347872421308	5429.678794625423
pept67	prot18	295.8919291721135	235.3419306356564	1353.9100833343286	826.0727978407302	9427.185394297592	1225.6406264236816	283.4501935824437	2964.7560008461137	777.1656949520443	1099.7480711036133	2331.0427929220123	680.4485453649289	0.0	223.3148016920811	529.4687316631158
pept951	prot18	0.0	0.0	895.2045808401219	2315.1187247527846	2226.2827706090447	1889.0448263939127	0.0	493.41475422970205	2480.155247795752	236.53982215140167	256.70081849468215	267.30436328420507	3256.579123017216	1115.3991319375482	0.0
pept146	prot19	839.0174113689008	1524.4754684038035	3762.255647486757	0.0	3930.750353234732	227.18578197773843	7573.935530867682	777.7426642420202	0.0	2767.8990050493744	661.147846083404	0.0	522.1133139422165	3194.579966632283	157.796236524543
pept153	prot19	2489.351605937359	0.0	45.86489654027254	2818.2458482539632	1277.577702400544	8815.40152577468	3796.9927529810584	244.4468417605348	359.4682100901009	0.0	2443.4178550199513	10275.890315618093	1272.0803967725822	3442.6998384108088	6197.2288517106535
pept198	prot19	1229.670710784637	397.45379766545625	798.8967096172809	6476.779040847086	124.10843061220154	778.5030808652795	504.1642257653775	0.0	434.1714567344773	4880.143172975066	283.65244497319935	5018.6409338846215	0.0	983.2860292576937	3634.527794752604
pept255	prot19	6830.912501219244	3238.1423926711777	0.0	2089.8893087019023	2291.0760166083387	0.0	1740.183638205858	67.64490343670204	1604.0756913404466	1332.126062286755	0.0	4916.222956227408	2767.651923031199	9229.814475068182	1085.1719976001666
pept303	prot19	0.0	2072.793704254758	95.71184663944547	693.692047630246	1528.6866826522419	1564.6958896575475	996.7048171321142	696.81720536375	1021.8248276360187	334.14651217343	758.1627286477034	2041.2148845142162	117.74889649334006	548.302979103108	123.68172725494473
pept482	prot19	1250.7446444832467	4500.587822346743	0.0	390.89539194696516	520.1364690231866	531.8950576965334	1575.8203509420823	0.0	4314.8481454968505	911.2944211783721	2519.289161439366	2862.1445809214792	1399.9330843687555	1266.7708397772903	18544.885929606316
pept639	prot19	331.34301243050083	354.0025249815188	5606.124959303062	0.0	928.8306717051573	1237.4924445309007	28743.349085009773	632.8362233733726	1080.8331466418244	0.0	0.0	4111.150004067651	219.68928415855922	0.0	0.0
